name,slug,brand,category,subcategory,ram,storage,cash_price,deposit,weekly_installment,stock_quantity,is_active,image_urls,cloudinary_public_ids,description,full_details
OPPO A3X,oppo-a3x-4gb-64gb,Oppo,Phone,Smartphone,4GB,64GB,14886,1500,595,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786015878/Oppo-A3x-4G-b-original_g2hbla.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015878/Oppo-A3X-128-6GB_rwojrh.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015876/Oppo-A3x_pbgrqf.webp""]","[""Oppo-A3x-4G-b-original_g2hbla"", ""Oppo-A3X-128-6GB_rwojrh"", ""Oppo-A3x_pbgrqf""]","The Oppo A3X is a budget-friendly entry-level smartphone with a 6.67-inch LCD display and a Qualcomm Snapdragon 6s Gen 1 chipset paired with 4GB of RAM and 64GB of storage. It has an 8MP main camera with an auxiliary lens, a 5MP front camera, and a 5100mAh battery with 45W fast charging on 4G LTE.","{""display"": ""6.67 inches, IPS LCD"", ""display_resolution"": ""720 x 1604 pixels"", ""processor"": ""Qualcomm Snapdragon 6s Gen 1 (6nm), Octa-core"", ""operating_system"": ""Android 14, ColorOS 14"", ""rear_camera"": ""8MP + Auxiliary Lens"", ""front_camera"": ""5MP"", ""battery"": ""5100mAh, 45W"", ""network"": ""4G LTE"", ""colors"": ""Sparkle Black, Starry Purple, Starlight White""}"
OPPO A6X,oppo-a6x-4gb-256gb,Oppo,Phone,Smartphone,4GB,256GB,22300,2500,840,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761652/Oppo-A6x-4G_m9wvkm.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015877/Oppo-A6x-5G_b_f8k35c.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015877/Oppo-A6x-4G_bglwyg.webp""]","[""Oppo-A6x-4G_m9wvkm"", ""Oppo-A6x-5G_b_f8k35c"", ""Oppo-A6x-4G_bglwyg""]","The Oppo A6X pairs a large 6.75-inch LCD display with a Qualcomm Snapdragon 685 chipset, 4GB of RAM, and a generous 256GB of storage. It has a 13MP autofocus rear camera, a 5MP front camera, and a 6100mAh battery with 45W wired and 5W reverse wired charging on 4G LTE.","{""display"": ""6.75 inches, IPS LCD"", ""display_resolution"": ""720 x 1570 pixels"", ""processor"": ""Qualcomm Snapdragon 685 (6nm), Octa-core"", ""operating_system"": ""Android 15, ColorOS 15"", ""rear_camera"": ""13MP, AF"", ""front_camera"": ""5MP"", ""battery"": ""6100mAh, 45W wired, 5W reverse wired"", ""network"": ""4G LTE"", ""colors"": ""Plum Purple, Ice Blue""}"
OPPO A6X,oppo-a6x-4gb-128gb-20300,Oppo,Phone,Smartphone,4GB,128GB,20300,2000,805,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761652/Oppo-A6x-4G_m9wvkm.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015877/Oppo-A6x-5G_b_f8k35c.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015877/Oppo-A6x-4G_bglwyg.w""]","[""Oppo-A6x-4G_m9wvkm"", ""Oppo-A6x-5G_b_f8k35c"", ""Oppo-A6x-4G_bglwyg""]","The Oppo A6X pairs a large 6.75-inch LCD display with a Qualcomm Snapdragon 685 chipset, 4GB of RAM, and 128GB of storage. It has a 13MP autofocus rear camera, a 5MP front camera, and a 6100mAh battery with 45W wired and 5W reverse wired charging on 4G LTE.","{""display"": ""6.75 inches, IPS LCD"", ""display_resolution"": ""720 x 1570 pixels"", ""processor"": ""Qualcomm Snapdragon 685 (6nm), Octa-core"", ""operating_system"": ""Android 15, ColorOS 15"", ""rear_camera"": ""13MP, AF"", ""front_camera"": ""5MP"", ""battery"": ""6100mAh, 45W wired, 5W reverse wired"", ""network"": ""4G LTE"", ""colors"": ""Plum Purple, Ice Blue""}"
OPPO A6X,oppo-a6x-4gb-128gb-19700,Oppo,Phone,Smartphone,4GB,128GB,19700,2000,770,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785761651/Oppo-A6x-5G_qdfw39.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015877/Oppo-A6x-4G_bglwyg.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786015877/Oppo-A6x-5G_b_f8k35c.webp""]","[""Oppo-A6x-5G_qdfw39"", ""Oppo-A6x-4G_bglwyg"", ""Oppo-A6x-5G_b_f8k35c""]","This Oppo A6X variant offers the same large 6.75-inch LCD display, Qualcomm Snapdragon 685 chipset, 4GB of RAM, and 128GB of storage as other A6X models. It has a 13MP autofocus rear camera, a 5MP front camera, and a 6100mAh battery with 45W wired and 5W reverse wired charging on 4G LTE.","{""display"": ""6.75 inches, IPS LCD"", ""display_resolution"": ""720 x 1570 pixels"", ""processor"": ""Qualcomm Snapdragon 685 (6nm), Octa-core"", ""operating_system"": ""Android 15, ColorOS 15"", ""rear_camera"": ""13MP, AF"", ""front_camera"": ""5MP"", ""battery"": ""6100mAh, 45W wired, 5W reverse wired"", ""network"": ""4G LTE"", ""colors"": ""Plum Purple, Ice Blue""}"
REALME C75 X,realme-c75-x-8gb-256gb,Realme,Phone,Smartphone,8GB,256GB,22800,4600,770,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758887/Realme_C75X_oiqwaw.avif"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016642/Realme-C75x-4G_p_sy42x3.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016639/Realme-C75X-Water-Resistant_pb_jpy6oi.webp""]","[""Realme_C75X_oiqwaw"", ""Realme-C75x-4G_p_sy42x3"", ""Realme-C75X-Water-Resistant_pb_jpy6oi""]","The Realme C75X is a budget-friendly smartphone with a 6.67-inch LCD display and a MediaTek Helio G81 Ultra chipset paired with 8GB of RAM. It has a 50MP main camera, a 5MP front camera, and a 5600mAh battery with 45W fast charging on 4G LTE.","{""display"": ""6.67 inches, IPS LCD"", ""display_resolution"": ""720 x 1604 pixels"", ""processor"": ""Mediatek Helio G81 Ultra (12nm), Octa-core"", ""operating_system"": ""Android 15, Realme UI 6.0"", ""rear_camera"": ""50MP"", ""front_camera"": ""5MP"", ""battery"": ""5600mAh, 45W"", ""network"": ""4G LTE"", ""colors"": ""Coral Pink, Oceanic Blue""}"
REALME C75,realme-c75-8gb-128gb,Realme,Phone,Smartphone,8GB,128GB,24500,4900,840,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758886/Realme_C75_mooxsl.avif"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016646/Realme-C75-g_itldfp.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016645/Realme-C75_y_unncgy.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016644/Realme-C75-5G-a-w_gw2yue.webp""]","[""Realme_C75_mooxsl"", ""Realme-C75-g_itldfp"", ""Realme-C75_y_unncgy"", ""Realme-C75-5G-a-w_gw2yue""]","The Realme C75 pairs a 6.72-inch LCD display with a MediaTek Helio G92 Max chipset and 8GB of RAM for smooth everyday use. It has a 50MP main camera with an auxiliary AI lens, an 8MP front camera, and a large 6000mAh battery with 45W fast charging on 4G LTE.","{""display"": ""6.72 inches, IPS LCD"", ""display_resolution"": ""1080 x 2400 pixels"", ""processor"": ""Mediatek Helio G92 Max (12nm), Octa-core"", ""operating_system"": ""Android 14, Realme UI 5.0"", ""rear_camera"": ""50MP + Auxiliary AI Lens"", ""front_camera"": ""8MP"", ""battery"": ""6000mAh, 45W"", ""network"": ""4G LTE"", ""colors"": ""Gold, Black""}"
REALME C75,realme-c75-8gb-256gb,Realme,Phone,Smartphone,8GB,256GB,26800,5400,910,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758886/Realme_C75_mooxsl.avif"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016646/Realme-C75-g_itldfp.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016645/Realme-C75_y_unncgy.jpg""]","[""Realme_C75_mooxsl"", ""Realme-C75-g_itldfp"", ""Realme-C75_y_unncgy""]","This Realme C75 variant offers the same 6.72-inch LCD display and MediaTek Helio G92 Max chipset with 8GB of RAM, alongside a roomier 256GB of storage. It has a 50MP main camera with an auxiliary AI lens, an 8MP front camera, and a 6000mAh battery with 45W fast charging.","{""display"": ""6.72 inches, IPS LCD"", ""display_resolution"": ""1080 x 2400 pixels"", ""processor"": ""Mediatek Helio G92 Max (12nm), Octa-core"", ""operating_system"": ""Android 14, Realme UI 5.0"", ""rear_camera"": ""50MP + Auxiliary AI Lens"", ""front_camera"": ""8MP"", ""battery"": ""6000mAh, 45W"", ""network"": ""4G LTE"", ""colors"": ""Gold, Black""}"
REALME C75,realme-c75-8gb-512gb,Realme,Phone,Smartphone,8GB,512GB,30000,6000,1015,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758886/Realme_C75_mooxsl.avif"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016646/Realme-C75-g_itldfp.jpg"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016645/Realme-C75_y_unncgy.jpg""]","[""Realme_C75_mooxsl"", ""Realme-C75-g_itldfp"", ""Realme-C75_y_unncgy""]","This top-spec Realme C75 variant pairs the same 6.72-inch LCD display and MediaTek Helio G92 Max chipset with 8GB of RAM and a generous 512GB of storage. It has a 50MP main camera with an auxiliary AI lens, an 8MP front camera, and a 6000mAh battery with 45W fast charging.","{""display"": ""6.72 inches, IPS LCD"", ""display_resolution"": ""1080 x 2400 pixels"", ""processor"": ""Mediatek Helio G92 Max (12nm), Octa-core"", ""operating_system"": ""Android 14, Realme UI 5.0"", ""rear_camera"": ""50MP + Auxiliary AI Lens"", ""front_camera"": ""8MP"", ""battery"": ""6000mAh, 45W"", ""network"": ""4G LTE"", ""colors"": ""Gold, Black""}"
REALME C75X,realme-c75x-6gb-128gb,Realme,Phone,Smartphone,6GB,128GB,20375,4100,700,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758887/Realme_C75X_oiqwaw.avif"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016642/Realme-C75x-4G_p_sy42x3.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016639/Realme-C75X-Water""]","[""Realme_C75X_oiqwaw"", ""Realme-C75x-4G_p_sy42x3"", ""Realme-C75X-Water""]","The Realme C75X is a budget-friendly smartphone with a 6.67-inch LCD display and a MediaTek Helio G81 Ultra chipset paired with 6GB of RAM. It has a 50MP main camera, a 5MP front camera, and a 5600mAh battery with 45W fast charging on 4G LTE.","{""display"": ""6.67 inches, IPS LCD"", ""display_resolution"": ""720 x 1604 pixels"", ""processor"": ""Mediatek Helio G81 Ultra (12nm), Octa-core"", ""operating_system"": ""Android 15, Realme UI 6.0"", ""rear_camera"": ""50MP"", ""front_camera"": ""5MP"", ""battery"": ""5600mAh, 45W"", ""network"": ""4G LTE"", ""colors"": ""Coral Pink, Oceanic Blue""}"
REALME C71,realme-c71-6gb-128gb,Realme,Phone,Smartphone,6GB,128GB,17700,3600,630,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758885/Realme_C71_gkgcqc.avif"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016638/Realme-c71_w_v3ax0q.webp""]","[""Realme_C71_gkgcqc"", ""Realme-c71_w_v3ax0q""]","The Realme C71 is an affordable smartphone with a 6.67-inch LCD display and a Unisoc T7250 chipset paired with 6GB of RAM. It has a 50MP AI main camera with an auxiliary lens, a 5MP front camera, and a large 6300mAh battery with 45W SUPERVOOC fast charging on 4G LTE.","{""display"": ""6.67 inches, IPS LCD"", ""display_resolution"": ""720 x 1604 pixels"", ""processor"": ""Unisoc T7250 (12nm), Octa-core"", ""operating_system"": ""Android 15, Realme UI 6.0"", ""rear_camera"": ""50MP AI + Auxiliary Lens"", ""front_camera"": ""5MP"", ""battery"": ""6300mAh, 45W SUPERVOOC"", ""network"": ""4G LTE"", ""colors"": ""White Swan, Forest Owl""}"
REALME C71,realme-c71-8gb-256gb,Realme,Phone,Smartphone,8GB,256GB,19900,4000,700,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758885/Realme_C71_gkgcqc.avif"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016638/Realme-c71_w_v3ax0q.webp""]","[""Realme_C71_gkgcqc"", ""Realme-c71_w_v3ax0q""]","This Realme C71 variant steps up to 8GB of RAM and 256GB of storage while keeping the same 6.67-inch LCD display and Unisoc T7250 chipset. It has a 50MP AI main camera with an auxiliary lens, a 5MP front camera, and a 6300mAh battery with 45W SUPERVOOC fast charging.","{""display"": ""6.67 inches, IPS LCD"", ""display_resolution"": ""720 x 1604 pixels"", ""processor"": ""Unisoc T7250 (12nm), Octa-core"", ""operating_system"": ""Android 15, Realme UI 6.0"", ""rear_camera"": ""50MP AI + Auxiliary Lens"", ""front_camera"": ""5MP"", ""battery"": ""6300mAh, 45W SUPERVOOC"", ""network"": ""4G LTE"", ""colors"": ""White Swan, Forest Owl""}"
REALME C85 PRO,realme-c85-pro-8gb-256gb,Realme,Phone,Smartphone,8GB,256GB,33200,5200,1155,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758885/Realme-C85-Pro-4G_shiyur.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016637/Realme-C85-Pro-a-gr_uoqybc.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016637/Realme_c85_pro_p_mloj2i.jpg""]","[""Realme-C85-Pro-4G_shiyur"", ""Realme-C85-Pro-a-gr_uoqybc"", ""Realme_c85_pro_p_mloj2i""]","The Realme C85 Pro stands out with a 6.8-inch AMOLED display and a Qualcomm Snapdragon 685 chipset paired with 8GB of RAM. It has a 50MP main camera, an 8MP front camera, and an exceptionally large 7000mAh battery with 45W fast charging on 4G LTE.","{""display"": ""6.8 inches, AMOLED"", ""display_resolution"": ""1080 x 2344 pixels"", ""processor"": ""Qualcomm Snapdragon 685 (6nm), Octa-core"", ""operating_system"": ""Android 15, Realme UI 6.0"", ""rear_camera"": ""50MP"", ""front_camera"": ""8MP"", ""battery"": ""7000mAh, 45W"", ""network"": ""4G LTE"", ""colors"": ""Parrot Purple, Peacock Green""}"
REALME C100i,realme-c100i-4gb-64gb,Realme,Phone,Smartphone,4GB,64GB,18600,1500,770,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758884/Realme-C100i_d2v94v.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016637/Realme-C100i-w_xsix1m.png""]","[""Realme-C100i_d2v94v"", ""Realme-C100i-w_xsix1m""]","The Realme C100i is a budget smartphone with a large 6.8-inch LCD display and a Unisoc T7250 chipset paired with 4GB of RAM and 64GB of storage. It has an 8MP autofocus rear camera, a 5MP front camera, and a standout 7000mAh battery with 15W charging on 4G LTE.","{""display"": ""6.8 inches, IPS LCD"", ""display_resolution"": ""720 x 1570 pixels"", ""processor"": ""Unisoc T7250 (12nm), Octa-core"", ""operating_system"": ""Android 16, Realme UI 7.0"", ""rear_camera"": ""8MP, AF"", ""front_camera"": ""5MP"", ""battery"": ""7000mAh, 15W"", ""network"": ""4G LTE"", ""colors"": ""Dawn Purple, Dusk Gray""}"
REALME C100i,realme-c100i-4gb-128gb,Realme,Phone,Smartphone,4GB,128GB,20600,2000,805,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758884/Realme-C100i_d2v94v.webp"", ""https://res.cloudinary.com/el6nseiu/image/upload/v1786016637/Realme-C100i-w_xsix1m.png""]","[""Realme-C100i_d2v94v"", ""Realme-C100i-w_xsix1m""]","This Realme C100i variant offers the same large 6.8-inch LCD display and Unisoc T7250 chipset with 4GB of RAM, alongside more spacious 128GB storage. It has an 8MP autofocus rear camera, a 5MP front camera, and a standout 7000mAh battery with 15W charging on 4G LTE.","{""display"": ""6.8 inches, IPS LCD"", ""display_resolution"": ""720 x 1570 pixels"", ""processor"": ""Unisoc T7250 (12nm), Octa-core"", ""operating_system"": ""Android 16, Realme UI 7.0"", ""rear_camera"": ""8MP, AF"", ""front_camera"": ""5MP"", ""battery"": ""7000mAh, 15W"", ""network"": ""4G LTE"", ""colors"": ""Dawn Purple, Dusk Gray""}"
VILLAON HYPER 100,villaon-hyper-100-6gb-128gb,Villaon,Phone,Smartphone,6GB,128GB,11500,2300,420,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758975/Villaon_Hyper_100_yn6lrg.avif""]","[""Villaon_Hyper_100_yn6lrg""]","The Villaon Hyper 100 delivers real value for budget-conscious buyers who still want a smooth, modern smartphone experience. Its 6.75-inch display makes everyday browsing and video calls comfortable, while the Unisoc T7250 chipset and 6GB of RAM keep multitasking snappy for a phone in this price range. A 13MP Super HDR rear camera captures clearer, more vibrant photos than typical entry-level cameras, and the 5000mAh battery comfortably powers through a full day. Running Android 15 with a low deposit and weekly installment, it's an easy, confident recommendation for first-time buyers who want genuine performance without the premium price tag.","{""display"": ""6.75 inches, IPS LCD"", ""display_resolution"": ""720 x 1600 pixels"", ""processor"": ""Unisoc T7250 (12nm), Octa-core"", ""operating_system"": ""Android 15"", ""rear_camera"": ""13MP Super HDR"", ""front_camera"": ""5MP"", ""battery"": ""5000mAh, 18W"", ""network"": ""4G LTE"", ""colors"": ""Polar Black""}"
VILLAON V50S,villaon-v50s-4gb-64gb,Villaon,Phone,Smartphone,4GB,64GB,11800,2400,420,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758972/Villaon_V50S_laoj76.avif""]","[""Villaon_V50S_laoj76""]","The Villaon V50S is a compact, no-nonsense smartphone built for buyers who want the essentials done right at the lowest possible cost. Its 6.52-inch display keeps the phone comfortably pocketable, while the Unisoc T7100 chipset and 4GB of RAM handle calls, messaging, and light browsing without fuss. With Android 14 Go Edition optimized specifically for entry-level hardware, the phone stays responsive even with its modest specs, and the compact 4000mAh battery is well-matched to its efficient software. This is a smart, affordable pick for customers who need a genuinely reliable first or backup smartphone.","{""display"": ""6.52 inches, IPS LCD"", ""display_resolution"": ""720 x 1600 pixels"", ""processor"": ""Unisoc T7100, Octa-core"", ""operating_system"": ""Android 14, Go Edition"", ""rear_camera"": ""8MP"", ""front_camera"": ""5MP"", ""battery"": ""4000mAh"", ""network"": ""4G LTE"", ""colors"": ""Black, Blue""}"
VILLAON HYPER,villaon-hyper-4gb-64gb,Villaon,Phone,Smartphone,4GB,64GB,12000,2400,455,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1785758975/Villaon_Hyper_100_yn6lrg.avif""]","[""Villaon_Hyper_100_yn6lrg""]","The Villaon Hyper is a dependable, budget-friendly smartphone that punches above its price point. Its 6.75-inch display and Unisoc T7250 chipset with 4GB of RAM deliver a smooth, responsive experience for everyday browsing, messaging, and social media, while the 13MP Super HDR camera captures noticeably sharper photos than most phones in its class. A solid 5000mAh battery keeps it running comfortably through a full day, and running Android 15 ensures buyers get current, up-to-date software. With its low deposit and affordable weekly installment, this is a genuinely compelling entry point into smartphone ownership.","{""display"": ""6.75 inches, IPS LCD"", ""display_resolution"": ""720 x 1600 pixels"", ""processor"": ""Unisoc T7250 (12nm), Octa-core"", ""operating_system"": ""Android 15"", ""rear_camera"": ""13MP Super HDR"", ""front_camera"": ""5MP"", ""battery"": ""5000mAh, 18W"", ""network"": ""4G LTE"", ""colors"": ""Polar Black""}"
Amaya TWS Earbuds Pro,amaya-tws-earbuds-pro,Amaya,Accessories,Headphones,,,2000,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111745/Amaya_TWS_Earbuds_Pro_sbkmtu.webp""]","[""Amaya_TWS_Earbuds_Pro_sbkmtu""]",,{}
Amaya TWS Earbuds Basic,amaya-tws-earbuds-basic,Amaya,Accessories,Headphones,,,1200,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111744/Amaya_TWS_Earbuds_Basic_u5o9vd.webp""]","[""Amaya_TWS_Earbuds_Basic_u5o9vd""]",,{}
Amaya Type-C Earphones,amaya-type-c-earphones,Amaya,Accessories,Headphones,,,900,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111744/Amaya_Type-C_Earphones_kweped.jpg""]","[""Amaya_Type-C_Earphones_kweped""]",,{}
Amaya Wired Earphones,amaya-wired-earphones,Amaya,Accessories,Headphones,,,600,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111743/Amaya_Wired_Earphones_bikcpk.jpg""]","[""Amaya_Wired_Earphones_bikcpk""]",,{}
Samsung USB-C AKG Earphones,samsung-usb-c-akg-earphones,Samsung,Accessories,Headphones,,,2000,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111745/Samsung_USB-C_AKG_Earphones_oab2ts.jpg""]","[""Samsung_USB-C_AKG_Earphones_oab2ts""]",,{}
Samsung 15W Fast Charger,samsung-15w-fast-charger,Samsung,Accessories,Chargers,,,1500,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111742/Samsung_15W_Fast_Charger_eqyuko.webp""]","[""Samsung_15W_Fast_Charger_eqyuko""]",,{}
Samsung 25W Super Fast Charger,samsung-25w-super-fast-charger,Samsung,Accessories,Chargers,,,2300,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111742/Samsung_25W_Super_Fast_Charger_aghfht.jpg""]","[""Samsung_25W_Super_Fast_Charger_aghfht""]",,{}
Samsung 45W Super Fast Charger,samsung-45w-super-fast-charger,Samsung,Accessories,Chargers,,,3800,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111741/Samsung_45W_Super_Fast_Charger_ki4cpu.jpg""]","[""Samsung_45W_Super_Fast_Charger_ki4cpu""]",,{}
Amaya 18W Fast Charger,amaya-18w-fast-charger,Amaya,Accessories,Chargers,,,750,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111741/Amaya_18W_Fast_Charger_ptwjvq.jpg""]","[""Amaya_18W_Fast_Charger_ptwjvq""]",,{}
Amaya 20W USB-C PD Charger,amaya-20w-usb-c-pd-charger,Amaya,Accessories,Chargers,,,850,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111741/Amaya_20W_USB-C_PD_Charger_ggiyh4.jpg""]","[""Amaya_20W_USB-C_PD_Charger_ggiyh4""]",,{}
Amaya 25W Super Fast Charger,amaya-25w-super-fast-charger,Amaya,Accessories,Chargers,,,900,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111741/Amaya_25W_Super_Fast_Charger_va3bzd.jpg""]","[""Amaya_25W_Super_Fast_Charger_va3bzd""]",,{}
Amaya Dual USB Fast Charger,amaya-dual-usb-fast-charger,Amaya,Accessories,Chargers,,,850,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111741/Amaya_Dual_USB_Fast_Charger_lstg0c.jpg""]","[""Amaya_Dual_USB_Fast_Charger_lstg0c""]",,{}
Amaya USB-C Charger Kit (Adapter + Cable),amaya-usb-c-charger-kit-adapter-cable,Amaya,Accessories,Chargers,,,1000,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111741/Amaya_USB-C_Charger_Kit_Adapter_Cable_ejeod1.webp""]","[""Amaya_USB-C_Charger_Kit_Adapter_Cable_ejeod1""]",,{}
Amaya QC3.0 Fast Charger,amaya-qc3-0-fast-charger,Amaya,Accessories,Chargers,,,950,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111741/Amaya_QC3.0_Fast_Charger_b6hukx.webp""]","[""Amaya_QC3.0_Fast_Charger_b6hukx""]",,{}
Amaya Type-C Fast Charger,amaya-type-c-fast-charger,Amaya,Accessories,Chargers,,,1000,0,,0,TRUE,"[""https://res.cloudinary.com/el6nseiu/image/upload/v1786111741/Amaya_Type-C_Fast_Charger_z6pfhk.webp""]","[""Amaya_Type-C_Fast_Charger_z6pfhk""]",,{}
